aangenaam;nice, pleasant;1
aanwijzen;to point at;1
acht;eight;1
achternaam, de;last name, the;1
alles;everything;1
ander (e);other;1
beantwoorden;to answer;1
best;good;1
bus, de;bus, the;1
Colombia;Colombia;1
controleren;to check;1
daar;there;1
dat;that;1
diep;deep;1
dip, de;dip, the;1
docent, de;teacher, the;1
doen;to do;1
drie;three;1
dubbel;double;1
Duitsland;Germany;1
een beetje;a bit;1
een;one;1
en;and;1
Engeland;England;1
Europa;Europe;1
gaan;to go;1
galgje spelen;to play hangman;1
geen;no;1
getal, het;number, the;1
geven;to give;1
gezellig;nice, cosy, pleasant;1
goed;good;1
groep, de;group, the;1
hebben;to have;1
heel;very;1
heten;to be named, to be called;1
het;the / it;1
hij;he;1
hoe;how;1
hoeveel;how much;1
hoi;hi;1
hoofdstuk, het;chapter, the;1
huis, het;house, the;1
huur, de;rent, the;1
ik;I;1
Italië;Italy;1
jaar, het;year, the;1
ja;yes;1
je;you (informal);1
jij;you (informal);1
jongen, de;boy, the;1
jouw;your;1
kaart, de;map, the;1
kijken;to look;1
kloppen;to knock;1
komen;to come;1
koop, de;buy, the;1
kop, de;head, the;1
krijgen;to get / to receive;1
kunnen;to be able, can;1
land, het;country, the;1
letter, de;the letter;1
leuk;nice, fun;1
lezen;to read;1
lijn, de;line, the;1
lopen;to walk;1
luisteren;to listen;1
maan, de;moon, the;1
maar;but;1
maken;to make, to do;1
man, de;man, the;1
meisje, het;girl, the;1
met;with;1
mij;me;1
mijn;my;1
moeder, de;mother, the;1
moeten;to have to;1
moe;tired;1
mogen;to be allowed to, may;1
naam, de;name, the;1
naar;at;1
Nederland;Netherlands, the;1
Nederlandse;Dutch (female);1
nee;no;1
negen;nine;1
niet;not;1
nieuw;new;1
Nieuw-Zeeland;New Zealand;1
nul;zero;1
nu;now;1
oefening, de;exercise, the;1
ook;also, too;1
papier, het;paper, the;1
pen, de;pen, the;1
plaats, de;place, the;1
Polen;Poland;1
praten;to talk;1
prima;fine;1
raden;to guess;1
rond;around;1
samen;together;1
schrijven;to write;1
slecht;bad;1
Spanje;Spain;1
spellen;to spell;1
spreken;to speak;1
